Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2007,Baccalaureate (All),Bates College,"$2,100,453","$5,597,667","$1,918,118","$579,994",$0,"$4,263,514","$6,761,626","$1,666,974","$1,021,231","$13,380,524","$6,598,050",503,"$175,365",,503,$0,"$175,365","$63,182"
FY2008,Baccalaureate (All),Bates College,"$3,386,818","$6,963,679","$1,835,755","$107,436",$0,"$4,247,550","$6,190,741","$3,214,524","$1,310,591","$14,465,011","$6,835,891",646,"$177,033",0,646,$0,"$177,033","$72,705"
FY2009,Baccalaureate (All),Bates College,"$2,360,676","$5,702,950","$801,398","$267,715",$0,"$1,610,021","$2,679,134","$405,922","$230,651","$8,612,735","$4,027,551",642,"$152,927",0,642,$0,"$152,927","$77,931"
FY2010,Baccalaureate (All),Bates College,"$2,645,782","$6,465,650","$466,995","$145,219",$0,"$1,930,028","$2,542,242","$1,537,890","$1,087,344","$10,095,236","$4,524,433",696,"$373,484",0,696,$0,"$373,484","$124,906"
FY2006,Baccalaureate (All),Bowdoin College,"$3,625,068","$11,056,250","$10,550,827","$85,106",$0,"$11,779,641","$22,415,574","$1,116,015","$554,958","$34,026,782","$23,650,720",982,"$281,040",53,"1,035","$3,372,731","$3,653,771","$143,721"
FY2007,Baccalaureate (All),Bowdoin College,"$5,463,837","$14,117,650","$8,111,119","$6,670",$0,"$17,550,186","$25,667,975","$11,205,259","$5,502,359","$45,287,984","$33,862,004","1,023","$289,215",67,"1,090","$1,802,680","$2,091,895","$169,125"
FY2008,Baccalaureate (All),Bowdoin College,"$3,706,644","$11,900,415","$5,453,263","$586,649",$0,"$23,103,097","$29,143,009","$2,526,431","$1,382,515","$42,425,939","$29,351,635","1,109","$304,367",266,"1,375","$2,131,166","$2,435,533","$171,650"
FY2009,Baccalaureate (All),Bowdoin College,"$11,837,949","$19,472,271","$7,271,884","$22,013",$0,"$32,091,293","$39,385,190","$995,414","$461,269","$59,318,730","$37,028,256","1,015","$304,787",153,"1,168","$3,223,629","$3,528,416","$174,204"
FY2010,Baccalaureate (All),Bowdoin College,"$12,481,994","$20,261,227","$5,250,908","$40,238",$0,"$21,454,795","$26,745,941","$999,090","$437,935","$47,445,103","$21,668,715","1,197","$371,515",118,"1,315","$1,463,487","$1,835,002","$173,500"
FY2006,Baccalaureate (All),Colby College,"$7,799,512","$11,973,175","$6,558,906","$119,537",$0,"$12,712,235","$19,390,678","$1,813,357","$733,259","$32,097,112","$14,050,231",794,"$137,023",20,814,"$73,287","$210,310","$35,787"
FY2007,Baccalaureate (All),Colby College,"$5,213,086","$9,968,414","$2,801,272","$328,088",$0,"$11,606,161","$14,735,521","$957,162","$418,978","$25,122,913","$9,999,186",940,"$188,789",8,948,"$9,965","$198,754","$84,191"
FY2008,Baccalaureate (All),Colby College,"$6,058,537","$10,537,650","$1,721,527","$529,216",$0,"$7,373,087","$9,623,830","$2,987,868","$1,316,593","$21,478,073","$9,788,989","1,145","$293,490",29,"1,174","$163,193","$456,683","$107,499"
FY2009,Baccalaureate (All),Colby College,"$4,270,671","$8,067,044","$5,793,930","$1,503,910",$0,"$4,033,171","$11,331,011","$654,646","$234,093","$19,632,148","$6,442,738",965,"$177,536",16,981,"$172,457","$349,993","$64,723"
FY2010,Baccalaureate (All),Colby College,"$4,211,827","$8,214,266","$3,831,759","$2,311,203",$0,"$5,703,655","$11,846,617","$743,192","$343,542","$20,404,425","$7,015,573","1,153","$278,488",11,"1,164","$109,056","$387,544","$93,952"
FY2006,Baccalaureate (All),University of Maine at Farmington,"$50,656","$51,676","$653,617",$0,$0,"$62,306","$715,923","$10,000","$3,160","$770,759","$271,212",18,$290,0,18,$0,$290,"$1,105"
FY2007,Baccalaureate (All),University of Maine at Farmington,"$151,544","$276,385","$288,636","$5,000",$0,"$148,599","$442,235",$0,$0,"$718,620","$233,550",15,"$1,320",0,15,$0,"$1,320","$2,510"
FY2008,Baccalaureate (All),University of Maine at Farmington,"$490,139","$622,125","$45,875",$0,$0,"$240,746","$286,621","$10,687","$4,116","$912,862","$403,854",12,$250,0,12,$0,$250,"$11,104"
FY2009,Baccalaureate (All),University of Maine at Farmington,"$118,715","$215,113","$15,798",$0,$0,"$311,311","$327,109",$0,$0,"$542,222","$355,179",175,"$7,060",0,175,$0,"$7,060","$3,258"
FY2010,Baccalaureate (All),University of Maine at Farmington,"$92,482","$285,303","$180,214",$0,$0,"$77,343","$257,557",$0,$0,"$542,860","$239,023",288,"$10,553",0,288,$0,"$10,553","$5,701"
FY2006,Baccalaureate (All),University of Maine at Fort Kent,"$10,730","$25,742","$3,540",$0,$0,"$52,776","$56,316",$0,$0,"$82,058","$18,090",5,"$3,782",0,5,$0,"$3,782",$165
FY2007,Baccalaureate (All),University of Maine at Fort Kent,"$21,014","$44,219",$0,$0,$0,"$78,018","$78,018",$0,$0,"$122,237","$25,425",14,$651,0,14,$0,$651,$595
FY2008,Baccalaureate (All),University of Maine at Fort Kent,"$45,262","$74,872",$0,$0,$0,"$43,808","$43,808",$0,$0,"$118,680","$29,603",14,$665,0,14,$0,$665,$565
FY2009,Baccalaureate (All),University of Maine at Fort Kent,"$31,520","$72,039",$0,$0,$0,"$22,470","$22,470",$0,$0,"$94,509","$25,304",12,$393,0,12,$0,$393,$269
FY2010,Baccalaureate (All),University of Maine at Fort Kent,"$30,937","$76,882",$0,$0,$0,"$113,544","$113,544",$0,$0,"$190,426","$28,097",12,$370,0,12,$0,$370,$270
FY2008,Baccalaureate (All),Maine Maritime Academy,"$477,086","$807,010","$744,650",$0,"$1,000","$291,392","$1,037,042",,$0,"$1,844,052","$493,110",,,,,,,
FY2009,Baccalaureate (All),Maine Maritime Academy,"$307,608","$643,140","$3,809,043",$0,$800,"$235,202","$4,045,045",,$0,"$4,688,185","$378,579",,,,,,,
FY2010,Baccalaureate (All),Maine Maritime Academy,"$572,875","$1,018,067","$1,133,825",$0,"$1,000","$247,225","$1,382,050",,$0,"$2,400,117","$320,122",,,,,,,
FY2006,Baccalaureate (All),Goucher College,"$690,976","$2,483,087","$3,926,717","$12,500",$0,"$2,008,724","$5,947,941","$568,695","$261,670","$8,692,698","$5,996,932",,,,,,,"$11,560"
FY2007,Baccalaureate (All),Goucher College,"$874,988","$3,421,200","$3,533,573","$102,500",$0,"$2,596,063","$6,232,136","$291,993","$136,369","$9,789,705","$6,568,002",,,,,,,"$32,415"
FY2008,Baccalaureate (All),Goucher College,"$995,876","$4,011,149","$2,177,410","$412,506",$0,"$2,096,164","$4,686,080","$158,852","$70,430","$8,767,659","$4,587,041",,,,,,,"$10,846"
FY2009,Baccalaureate (All),Goucher College,"$2,031,101","$7,123,340","$1,883,821","$201,600",$0,"$2,248,941","$4,334,362","$10,896","$4,338","$11,462,040","$4,748,034",,,,,,,"$9,323"
FY2010,Baccalaureate (All),Goucher College,"$1,498,243","$6,702,045","$1,536,858","$641,392",$0,"$2,907,881","$5,086,131","$155,715","$75,348","$11,863,524","$6,990,978",,,,,,,"$13,408"
FY2009,Baccalaureate (All),St John's College,"$2,610,947","$5,435,821","$1,215,280",$0,$0,"$5,356,519","$6,571,799",,$0,"$12,007,620","$3,326,040",,,,,,,
FY2010,Baccalaureate (All),St John's College,"$4,675,072","$7,737,895","$1,445,000",$0,$0,"$2,946,538","$4,391,538",,$0,"$12,129,433","$4,934,346",,,,,,,
FY2006,Baccalaureate (All),Washington College,"$1,444,509","$2,450,119","$2,308,955",$0,$0,"$4,538,304","$6,847,259","$64,766","$38,563","$9,335,941","$1,395,192",,,,,,,"$5,009"
FY2007,Baccalaureate (All),Washington College,"$1,109,608","$2,212,203","$2,368,868",$0,$0,"$5,069,253","$7,438,121","$15,000","$6,081","$9,656,405","$994,254",,,,,,,"$3,856"
FY2008,Baccalaureate (All),Washington College,"$957,832","$2,135,432","$1,735,345","$420,784",$0,"$5,501,222","$7,657,351","$135,000","$74,644","$9,867,427","$1,303,468",0,$0,0,0,$0,$0,"$2,835"
FY2009,Baccalaureate (All),Washington College,"$4,291,274","$5,344,887","$8,390,882",$0,$0,"$1,863,418","$10,254,300","$25,000","$9,810","$15,608,997","$877,320",0,$0,0,0,$0,$0,"$2,220"
FY2010,Baccalaureate (All),Washington College,"$2,717,531","$3,914,554","$1,221,084",$0,$0,"$4,234,934","$5,456,018","$40,000","$18,347","$9,388,919","$1,296,911",0,$0,0,0,$0,$0,"$5,155"
FY2006,Baccalaureate (All),McDaniel College,"$162,581","$1,870,902","$1,787,950","$456,254",$0,"$2,492,446","$4,736,650","$432,380","$262,795","$6,870,347","$4,537,625",769,"$58,850",12,781,"$90,493","$149,343","$35,680"
FY2007,Baccalaureate (All),McDaniel College,"$599,704","$2,212,551","$1,256,184","$2,576,511",$0,"$1,415,903","$5,248,598","$834,508","$548,154","$8,009,303","$3,625,559",575,"$59,792",41,616,"$70,663","$130,455","$36,143"
FY2008,Baccalaureate (All),McDaniel College,"$693,446","$1,969,984","$4,121,022","$129,963",$0,"$1,103,120","$5,354,105","$261,111","$204,362","$7,528,451","$3,381,815",709,"$56,685",23,732,"$63,540","$120,225","$35,967"
FY2009,Baccalaureate (All),McDaniel College,"$1,488,555","$2,616,473","$4,923,603","$10,000",$0,"$965,358","$5,898,961","$332,500","$152,279","$8,667,713","$2,669,756","1,513","$100,388",33,"1,546","$209,296","$309,684","$30,234"
FY2010,Baccalaureate (All),McDaniel College,"$795,180","$1,880,239","$1,243,019","$10,584",$0,"$1,812,042","$3,065,645","$25,000","$17,401","$4,963,285","$2,353,555","1,605","$143,206",11,"1,616","$44,700","$187,906","$31,505"
FY2006,Baccalaureate (All),Amherst College,"$1,918,657","$10,882,861","$6,301,147","$2,106,880",$0,"$7,455,746","$15,863,773","$4,780,403","$1,987,917","$28,734,551","$15,911,409",696,"$223,603",0,696,$0,"$223,603","$195,245"
FY2007,Baccalaureate (All),Amherst College,"$3,342,157","$12,790,061","$3,196,351","$2,901,306",$0,"$7,012,882","$13,110,539","$2,946,106","$1,007,021","$26,907,621","$15,126,146",657,"$347,359",0,657,$0,"$347,359","$290,952"
FY2008,Baccalaureate (All),Amherst College,"$5,603,322","$16,129,572","$27,354,089","$11,909,320",$0,"$10,439,941","$49,703,350","$9,251,109","$2,577,807","$68,410,729","$45,648,007",630,"$266,859",0,630,$0,"$266,859","$287,531"
FY2009,Baccalaureate (All),Amherst College,"$2,652,220","$12,316,536","$4,434,964","$3,597,246",$0,"$7,091,742","$15,123,952","$7,244,633","$2,222,093","$29,662,581","$16,271,362",627,"$245,121",0,627,$0,"$245,121","$283,995"
FY2010,Baccalaureate (All),Amherst College,"$4,625,172","$14,551,256","$7,240,811","$32,394,288",$0,"$5,270,408","$44,905,507","$2,623,842","$961,795","$60,418,558","$42,782,113",385,"$252,706",0,385,$0,"$252,706","$188,525"
FY2006,Baccalaureate (All),Assumption College,"$410,564","$1,008,019","$2,196,419","$1,000",$0,"$824,030","$3,021,449","$28,396","$10,642","$4,040,110","$1,727,293",148,"$52,398",39,187,"$244,729","$297,127","$31,765"
FY2007,Baccalaureate (All),Assumption College,"$549,038","$1,183,664","$1,137,636",$0,$0,"$2,151,764","$3,289,400",$0,$0,"$4,473,064","$1,394,099",247,"$58,608",108,355,"$346,069","$404,677","$37,870"
FY2008,Baccalaureate (All),Assumption College,"$351,480","$1,098,414","$1,000,884",$500,$0,"$5,691,781","$6,693,165","$50,000","$23,657","$7,815,236","$5,339,088",853,"$95,865",46,899,"$180,761","$276,626","$38,809"
FY2009,Baccalaureate (All),Assumption College,"$482,752","$1,137,567","$1,416,584",$0,$0,"$1,677,859","$3,094,443",$0,$0,"$4,232,010","$930,781",826,"$83,746",23,849,"$48,255","$132,001","$64,366"
FY2010,Baccalaureate (All),Assumption College,"$419,305","$1,168,887","$700,406",$0,$0,"$545,767","$1,246,173","$25,347","$9,836","$2,424,896","$946,885",,,,,,,"$54,129"
FY2006,Baccalaureate (All),College of the Holy Cross,"$4,249,819","$12,010,785","$2,531,274","$4,086,830",$0,"$16,781,538","$23,399,642","$1,731,288","$487,955","$35,898,382","$25,130,533",,,,,,,"$303,540"
FY2007,Baccalaureate (All),College of the Holy Cross,"$3,050,748","$10,953,506","$2,835,207","$4,364,287",$0,"$7,217,303","$14,416,797","$116,635","$22,301","$25,392,604","$15,768,329",,,,,,,"$635,710"
FY2008,Baccalaureate (All),College of the Holy Cross,"$6,302,106","$14,076,292","$3,554,080","$1,290,049",$0,"$6,676,315","$11,520,444","$702,509","$280,594","$25,877,330","$13,648,084",2,"$5,125",,2,,"$5,125","$537,054"
FY2009,Baccalaureate (All),College of the Holy Cross,"$3,011,384","$10,933,267","$1,041,256","$6,844,783",$0,"$3,990,517","$11,876,556","$1,352,039","$581,281","$23,391,104","$9,706,098",15,"$13,295",,15,,"$13,295","$529,777"
FY2010,Baccalaureate (All),College of the Holy Cross,"$3,869,945","$12,498,977","$1,773,858","$1,088,531",$0,"$4,176,014","$7,038,403","$45,459","$3,319","$19,540,699","$10,920,617",48,"$14,815",,48,,"$14,815","$586,968"
FY2008,Baccalaureate (All),Dean College,"$148,776","$514,402","$1,050,882",$100,$500,"$125,401","$1,176,883",,$0,"$1,691,285","$1,347,800",,,,,,,
FY2008,Baccalaureate (All),Emmanuel College,"$511,792","$1,631,908","$1,369,876","$5,422",$0,"$1,422,711","$2,798,009",,"$3,926","$4,433,843","$2,035,799",,,,,,,
FY2009,Baccalaureate (All),Emmanuel College,"$84,333","$1,072,859","$2,047,613","$32,000",$0,"$1,110,078","$3,189,691",,$0,"$4,262,550","$1,985,322",,,,,,,
FY2006,Baccalaureate (All),Gordon College,"$1,082,730","$3,749,911","$3,430,576","$27,653",$0,"$945,082","$4,403,311","$44,000","$18,899","$8,172,121","$895,420",11,"$13,880",0,11,$0,"$13,880",$355
FY2007,Baccalaureate (All),Gordon College,"$2,119,537","$5,168,945","$3,544,968","$2,070",$0,"$761,353","$4,308,391","$136,650","$14,514","$9,491,850","$656,765",14,"$9,974",0,14,$0,"$9,974","$2,075"
FY2008,Baccalaureate (All),Gordon College,"$2,242,328","$5,084,254","$4,101,090","$2,132",$0,"$204,988","$4,308,210","$2,000",$561,"$9,393,025","$654,043",6,"$1,792",0,6,$0,"$1,792",$425
FY2009,Baccalaureate (All),Gordon College,"$1,251,498","$3,292,172","$3,434,159",$980,$0,"$162,512","$3,597,651","$24,752","$9,037","$6,898,860","$526,614",38,"$57,042",0,38,$0,"$57,042",$875
FY2010,Baccalaureate (All),Gordon College,"$999,996","$3,305,532","$1,753,513","$667,385",$0,"$233,156","$2,654,054","$322,000","$209,463","$6,169,049","$424,733",56,"$74,905",13,69,"$45,700","$120,605","$19,205"
FY2006,Baccalaureate (All),Mount Holyoke College,"$2,315,020","$9,224,406","$2,481,979","$3,932,818",$589,"$7,769,202","$14,184,588","$3,993,421","$2,288,944","$25,697,938","$19,577,751",0,$0,0,0,$0,$0,"$15,604"
FY2007,Baccalaureate (All),Mount Holyoke College,"$2,095,836","$9,807,304","$8,095,653","$3,571,895","$10,268","$4,932,400","$16,610,216","$2,578,501","$1,715,684","$28,133,204","$16,626,851",0,$0,0,0,$0,$0,"$38,043"
FY2008,Baccalaureate (All),Mount Holyoke College,"$2,864,824","$10,859,201","$8,354,410","$2,094,839",$877,"$15,701,119","$26,151,245","$2,615,621","$2,176,192","$39,186,638","$31,328,295",0,$0,0,0,$0,$0,"$31,827"
FY2009,Baccalaureate (All),Mount Holyoke College,"$6,343,764","$13,376,055","$64,778","$1,886,672","$1,525","$3,040,997","$4,993,972","$1,982,647","$1,234,400","$19,604,427","$13,897,342",0,$0,0,0,$0,$0,"$11,190"
FY2010,Baccalaureate (All),Mount Holyoke College,"$4,766,839","$12,527,802","$142,684","$1,984,866","$1,390","$7,350,451","$9,479,391","$727,713","$467,830","$22,475,023","$15,770,144",0,$0,0,0,$0,$0,"$38,224"
FY2006,Baccalaureate (All),Smith College,"$12,229,265","$25,591,455","$5,419,894","$4,050,558",$600,"$6,189,381","$15,660,433","$1,663,801","$812,709","$42,064,597","$26,765,629",603,"$57,859",,603,,"$57,859","$12,860"
FY2007,Baccalaureate (All),Smith College,"$6,137,127","$21,867,400","$3,368,240","$1,501,822",$600,"$4,028,150","$8,898,812","$3,045,199","$1,567,707","$32,333,919","$17,856,212",511,"$83,224",0,511,$0,"$83,224","$33,388"
FY2008,Baccalaureate (All),Smith College,"$8,716,484","$24,886,167","$3,759,828","$2,413,925",$550,"$7,549,531","$13,723,834","$3,631,947","$1,510,286","$40,120,287","$21,418,285",576,"$81,920",20,596,"$118,625","$200,545","$29,471"
FY2009,Baccalaureate (All),Smith College,"$12,662,859","$30,984,892","$2,605,689","$1,503,753",$550,"$5,829,598","$9,939,590","$4,382,891","$2,793,960","$43,718,442","$25,723,947",568,"$77,335",2,570,"$41,607","$118,942","$32,441"
FY2010,Baccalaureate (All),Smith College,"$5,989,946","$27,330,958","$6,855,813","$888,175",$365,"$5,409,575","$13,153,928","$1,193,438","$524,029","$41,008,915","$29,180,202",,"$71,271",,,,"$71,271","$23,139"
FY2006,Baccalaureate (All),Stonehill College,"$1,667,227","$2,509,402","$929,182","$228,750",$0,"$2,324,418","$3,482,350",$0,$0,"$5,991,752","$1,305,949",0,$0,0,0,$0,$0,
FY2007,Baccalaureate (All),Stonehill College,"$1,153,612","$1,987,577","$2,643,867",$0,$0,"$1,179,418","$3,823,285","$10,000","$4,198","$5,815,060","$1,744,211",,,,,,,
FY2008,Baccalaureate (All),Stonehill College,"$722,143","$1,847,322","$1,763,878","$2,250",$0,"$915,118","$2,681,246","$210,000","$113,334","$4,641,902","$1,420,762",,,,,,,
FY2009,Baccalaureate (All),Stonehill College,"$547,670","$1,429,407","$2,228,317",$0,$0,"$989,267","$3,217,584","$1,421,110","$1,064,860","$5,711,851","$2,477,842",,,,,,,
FY2010,Baccalaureate (All),Stonehill College,"$1,702,297","$2,393,703","$1,569,008",$0,$0,"$2,857,223","$4,426,231",$0,$0,"$6,819,934","$1,313,425",,,,,,,
FY2006,Baccalaureate (All),Wellesley College,"$12,640,088","$24,796,372","$10,656,223","$602,687","$1,000","$17,444,795","$28,704,705","$4,822,161","$2,410,843","$55,911,920","$28,535,168",,,,,,,$0
FY2007,Baccalaureate (All),Wellesley College,"$13,623,093","$26,359,570","$22,227,168","$30,598","$1,000","$14,172,144","$36,430,910","$2,523,259","$1,388,587","$64,179,067","$22,477,828",,,,,,,$0
FY2008,Baccalaureate (All),Wellesley College,"$8,702,622","$20,983,227","$7,005,650","$22,488",$0,"$6,810,777","$13,838,915","$5,907,280","$2,943,192","$37,765,334","$19,360,584",,,,,,,$0
FY2009,Baccalaureate (All),Wellesley College,"$8,794,972","$22,363,532","$6,482,051","$1,021,213",$0,"$4,986,578","$12,489,842","$6,547,295","$3,388,698","$38,242,072","$19,918,368",,,,,,,$0
FY2010,Baccalaureate (All),Wellesley College,"$8,329,791","$19,671,946","$3,098,209","$3,143,758",$0,"$5,984,359","$12,226,326","$2,745,467","$1,219,139","$33,117,411","$18,585,786",,,,,,,$0
FY2006,Baccalaureate (All),Wheaton College,"$1,777,910","$4,516,402","$2,096,173","$173,424",$0,"$3,309,447","$5,579,044","$661,721","$368,555","$10,464,001","$6,471,305",3,"$3,050",0,3,$0,"$3,050",$0
FY2007,Baccalaureate (All),Wheaton College,"$3,358,023","$6,131,731","$2,655,493","$112,075",$0,"$2,310,291","$5,077,859","$198,847","$155,007","$11,364,597","$6,712,808",113,"$28,252",0,113,$0,"$28,252","$24,902"
FY2008,Baccalaureate (All),Wheaton College,"$3,709,566","$6,570,492","$3,884,354","$105,095",$0,"$3,048,816","$7,038,265","$2,628,374","$1,456,166","$15,064,923","$7,500,823",101,"$17,449",0,101,$0,"$17,449","$12,008"
FY2009,Baccalaureate (All),Wheaton College,"$2,748,394","$5,872,942","$3,851,557","$66,298",$0,"$3,270,664","$7,188,519","$90,533","$47,133","$13,108,594","$7,661,212",272,"$31,675",0,272,$0,"$31,675","$26,575"
FY2010,Baccalaureate (All),Wheaton College,"$2,738,334","$5,468,511","$3,369,012",$500,$2,"$2,290,090","$5,659,604","$1,086,150","$602,933","$11,731,048","$8,053,738",226,"$46,275",0,226,$0,"$46,275","$15,177"
FY2006,Baccalaureate (All),Williams College,"$3,654,052","$18,097,428","$7,034,685","$9,918,305",$0,"$14,291,957","$31,244,947","$3,111,005","$1,454,853","$50,797,228","$31,649,625",0,$0,0,0,$0,$0,"$32,584"
FY2007,Baccalaureate (All),Williams College,"$3,212,920","$16,566,831","$3,211,532","$10,545,042",$0,"$15,797,196","$29,553,770","$4,983,966","$1,742,033","$47,862,634","$24,361,420",0,$0,0,0,$0,$0,"$85,661"
FY2008,Baccalaureate (All),Williams College,"$4,458,041","$17,692,270","$3,109,495","$7,722,682",$0,"$20,196,794","$31,028,971","$5,994,671","$2,256,172","$50,977,413","$26,611,608",,,,,,,"$62,764"
FY2009,Baccalaureate (All),Williams College,"$2,654,128","$14,913,350","$848,059","$6,203,425",$0,"$11,660,787","$18,712,271","$1,583,325","$591,599","$34,217,220","$14,412,148",,,,,,,"$67,335"
FY2010,Baccalaureate (All),Williams College,"$3,172,526","$17,607,088","$2,612,887","$5,122,131",$0,"$12,699,428","$20,434,446","$2,850,214","$1,642,100","$39,683,634","$20,759,451",,,,,,,"$109,490"
FY2006,Baccalaureate (All),Adrian College,"$221,072","$951,120","$1,312,498","$1,488",$0,"$165,866","$1,479,852","$55,000","$29,619","$2,460,591","$1,330,430",108,"$15,942",34,142,"$716,978","$732,920","$9,490"
FY2007,Baccalaureate (All),Adrian College,"$174,019","$1,042,622","$2,696,211","$7,873",$0,"$1,136,625","$3,840,709",$0,$0,"$4,883,331","$1,165,065",65,"$24,293",0,65,$0,"$24,293","$7,516"
FY2008,Baccalaureate (All),Adrian College,"$426,300","$716,555","$3,155,808","$1,200",$0,"$177,611","$3,334,619","$101,664","$50,954","$4,102,128","$1,088,271",34,"$5,123",73,107,"$1,198,164","$1,203,287","$2,733"
FY2009,Baccalaureate (All),Adrian College,"$312,021","$574,236","$2,822,693",$250,$0,"$223,650","$3,046,593",$0,$0,"$3,620,829","$979,101",97,"$26,449",36,133,"$1,494,637","$1,521,086","$5,100"
FY2007,Baccalaureate (All),Albion College,"$2,041,538","$3,419,137","$3,859,196","$50,000",$0,"$1,697,025","$5,606,221","$400,877","$213,931","$9,239,289","$3,951,397",,,,,,,"$70,037"
