Year,Comparison Group,Institution,Total Curr Ops/Restricted Total,Total Current Operations,"Total Cap Purp/Prop, Bldgs, Equip",Total Cap Purp/Endowment/Unrestricted,Total Cap Purp/Loan Funds,Total Cap Purp/Endow/Restricted/Outright,Total Capital Purposes (Outright Gifts Only),Total Deferred/Face Value ,Total Deferred/Present Value ,Grand Total ,Alumni: Total ,Athletics/Curr Ops: Donors (#),Athletics/Curr Ops: Total Amount ($),Athletics/Cap Purp: Donors (#),Athletics/Total: Donors (#),Athletics/Cap Purp: Total Amount ($),Athletics/Total: Total Amount ($),Alumni: Curr Ops/Athletics
FY2016,Baccalaureate (All),Westminster College,"$1,013,121","$1,684,266","$1,110,745",$0,$0,"$2,117,735","$3,228,480","$50,000","$15,340","$4,928,086","$2,857,259",827,"$144,442",25,852,"$85,600","$230,042","$164,741"
FY2011,Baccalaureate (All),Wilson College,"$328,040","$1,705,838","$513,151","$2,989,733",$0,"$924,586","$4,427,470",,$0,"$6,133,308","$5,211,509",,,,,,,
FY2011,Baccalaureate (All),Coker College,"$519,352","$927,038",$100,$0,$0,"$1,759,531","$1,759,631",$0,$0,"$2,686,669","$354,198",20,"$5,020",0,20,$0,"$5,020","$16,719"
FY2012,Baccalaureate (All),Coker College,"$446,690","$2,448,807","$10,600","$57,403",$0,"$568,274","$636,277",$0,$0,"$3,085,084","$241,832",90,"$18,984",0,90,$0,"$18,984","$14,185"
FY2011,Baccalaureate (All),Furman University,"$4,981,772","$8,707,796","$2,981,180","$1,150",$0,"$3,146,723","$6,129,053","$150,566","$84,275","$14,921,124","$4,597,395",0,$0,0,0,$0,$0,"$360,509"
FY2012,Baccalaureate (All),Furman University,"$6,244,797","$9,844,863","$4,384,045",$60,$0,"$3,456,489","$7,840,594","$160,000","$97,757","$17,783,214","$4,253,778",0,$0,0,0,$0,$0,"$197,788"
FY2013,Baccalaureate (All),Furman University,"$6,216,311","$9,696,613","$4,694,390",$0,$0,"$5,627,509","$10,321,899",$0,$0,"$20,018,512","$7,674,933","2,985","$2,442,882",558,"3,543","$1,782,333","$4,225,215","$627,248"
FY2014,Baccalaureate (All),Furman University,"$6,968,257","$10,362,857","$4,580,911",$0,$0,"$3,403,654","$7,984,565","$900,000","$823,372","$19,170,794","$7,818,317","2,119","$2,732,364",421,"2,540","$1,405,154","$4,137,518","$693,662"
FY2015,Baccalaureate (All),Furman University,"$6,971,127","$10,780,565","$3,626,794","$13,656",$0,"$3,962,068","$7,602,518",$0,$0,"$18,383,083","$5,594,427","1,976","$2,435,344",478,"2,454","$2,021,588","$4,456,932","$482,210"
FY2016,Baccalaureate (All),Furman University,"$10,504,670","$14,197,659","$2,537,341",$550,$0,"$11,887,153","$14,425,044","$543,989","$310,376","$28,933,079","$5,140,702","1,901","$2,863,578",200,"2,101","$1,643,973","$4,507,551","$603,366"
FY2011,Baccalaureate (All),Limestone College,"$261,834","$452,132","$1,157,175",$0,$0,"$88,396","$1,245,571",,$0,"$1,697,703","$356,629",,,,,,,
FY2012,Baccalaureate (All),Limestone College,"$246,168","$573,468","$797,224",$0,$0,"$66,024","$863,248",,$0,"$1,436,716","$360,202",,,,,,,
FY2013,Baccalaureate (All),Limestone College,"$313,891","$820,774","$1,035,517",$0,$0,"$76,512","$1,112,029",,$0,"$1,932,803","$386,104",,,,,,,
FY2014,Baccalaureate (All),Limestone College,"$309,316","$403,298","$1,328,617",$0,$0,"$59,156","$1,387,773",,$0,"$1,791,071","$717,092",,,,,,,
FY2015,Baccalaureate (All),Limestone College,"$577,973","$697,139","$1,609,406",$0,$0,"$426,734","$2,036,140",,$0,"$2,733,279","$940,403",,,,,,,
FY2016,Baccalaureate (All),Limestone College,"$458,179","$718,327","$1,295,911",$0,$0,"$76,492","$1,372,403",,$0,"$2,090,730","$434,689",,,,,,,
FY2015,Baccalaureate (All),Presbyterian College,"$1,171,785","$2,608,864","$2,294,341",$0,$0,"$2,047,259","$4,341,600",,$0,"$6,950,464","$711,481",,,,,,,
FY2011,Baccalaureate (All),University of South Carolina-Aiken,"$524,753","$625,614","$86,925",$0,$0,"$338,852","$425,777",,"$10,000","$1,061,391","$122,709",,,,,,,
FY2012,Baccalaureate (All),University of South Carolina-Aiken,"$507,455","$569,771",$0,$0,$0,"$393,891","$393,891",,"$37,017","$1,000,679","$110,626",,,,,,,
FY2013,Baccalaureate (All),University of South Carolina-Aiken,"$555,297","$619,217",$0,$0,$0,"$363,380","$363,380",,$0,"$982,597","$187,926",,,,,,,
FY2014,Baccalaureate (All),University of South Carolina-Aiken,"$641,897","$840,274",$0,$0,$0,"$388,356","$388,356",,"$283,855","$1,512,485","$179,735",,,,,,,
FY2015,Baccalaureate (All),University of South Carolina-Aiken,"$891,254","$1,357,955","$3,133","$17,319",$0,"$770,943","$791,395",,"$3,262,681","$5,412,031","$1,992,648",,,,,,,
FY2016,Baccalaureate (All),University of South Carolina-Aiken,"$722,536","$891,421",$370,"$20,000",$0,"$703,886","$724,256",,$0,"$1,615,677","$265,372",,,,,,,
FY2011,Baccalaureate (All),Wofford College,"$2,866,598","$4,233,999","$2,324,716","$36,705",$0,"$2,883,821","$5,245,242","$217,000","$127,346","$9,606,587","$4,373,710",,,,,,,$0
FY2012,Baccalaureate (All),Wofford College,"$2,190,688","$4,871,286","$1,937,207","$41,875",$0,"$5,193,317","$7,172,399",$0,$0,"$12,043,685","$4,246,850",,,,,,,$0
FY2013,Baccalaureate (All),Wofford College,"$1,833,139","$4,831,194","$2,069,442","$116,366",$0,"$2,510,673","$4,696,481","$7,201","$4,060","$9,531,735","$4,679,190",,,,,,,$0
FY2014,Baccalaureate (All),Wofford College,"$1,941,130","$4,783,762","$993,491","$39,365",$0,"$3,558,447","$4,591,303","$1,681,000","$838,049","$10,213,114","$5,243,156",,,,,,,$0
FY2015,Baccalaureate (All),Wofford College,"$2,198,524","$5,237,665","$3,579,564","$26,403",$0,"$2,503,620","$6,109,587","$10,252","$3,706","$11,350,958","$6,231,624",,,,,,,$0
FY2016,Baccalaureate (All),Wofford College,"$2,302,110","$5,462,403","$11,141,657","$8,453",$0,"$8,148,273","$19,298,383","$250,000","$190,320","$24,951,106","$14,458,732",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),Augustana College,"$1,625,238","$2,514,721","$2,978,473","$24,721",$0,"$1,980,782","$4,983,976",$0,$0,"$7,498,697","$2,427,582",,,,,,,"$183,316"
FY2012,Baccalaureate (All),Augustana College,"$1,716,505","$2,581,448","$2,249,524","$21,373",$0,"$1,926,729","$4,197,626",$0,$0,"$6,779,074","$2,507,319",,,,,,,"$230,044"
FY2013,Baccalaureate (All),Augustana College,"$2,111,424","$2,935,446","$2,880,126","$20,753",$0,"$4,134,371","$7,035,250",$0,$0,"$9,970,696","$5,613,203",,,,,,,"$252,646"
FY2014,Baccalaureate (All),Augustana College,"$2,738,821","$4,568,004","$2,761,679","$3,838",$0,"$1,066,909","$3,832,426",$0,$0,"$8,400,430","$4,721,929",,,,,,,"$323,105"
FY2014,Baccalaureate (All),Dakota Wesleyan University,"$399,894","$1,121,543","$2,981,215",$0,$0,"$491,819","$3,473,034",$0,$0,"$4,594,577","$3,326,897",,,,,,,"$40,959"
FY2015,Baccalaureate (All),Dakota Wesleyan University,"$764,061","$3,869,132","$2,152,921",$0,$0,"$318,129","$2,471,050",,"$248,699","$6,588,881","$1,115,349",,,,,,,
FY2016,Baccalaureate (All),Dakota Wesleyan University,"$1,396,551","$2,161,634","$1,291,389",$0,$0,"$337,974","$1,629,363",,$950,"$3,791,947","$1,074,480",,,,,,,
FY2011,Baccalaureate (All),Covenant College,"$1,020,144","$2,836,638","$1,097,605",$0,$0,"$538,624","$1,636,229",$0,$0,"$4,472,867","$316,691",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),Covenant College,"$780,363","$2,841,911","$2,998,170",$0,$0,"$140,441","$3,138,611",$0,$0,"$5,980,522","$389,902",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Covenant College,"$875,880","$2,963,566","$2,562,519","$8,900",$0,"$671,025","$3,242,444",$0,$0,"$6,206,010","$417,938",0,$0,0,0,$0,$0,$0
FY2014,Baccalaureate (All),Covenant College,"$1,357,874","$3,422,483","$480,510","$1,000",$0,"$1,363,854","$1,845,364",$0,$0,"$5,267,847","$450,887",0,$0,0,0,$0,$0,$0
FY2015,Baccalaureate (All),Covenant College,"$1,108,977","$2,739,717","$244,788","$8,782",$0,"$6,895,438","$7,149,008",$0,$0,"$9,888,725","$485,430",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Covenant College,"$1,357,872","$3,422,477","$480,507","$1,000",$0,"$1,370,053","$1,851,560",$0,$0,"$5,274,037","$450,885",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),Fisk University,"$1,110,576","$3,044,313",$0,$600,$0,"$835,236","$835,836",$0,$0,"$3,880,149","$2,016,117",17,"$17,200",0,17,$0,"$17,200","$17,150"
FY2013,Baccalaureate (All),Fisk University,"$1,248,094","$5,171,718",$0,"$1,000",$0,"$409,702","$410,702",$0,$0,"$5,582,420","$1,972,084",0,$0,0,0,$0,$0,"$10,625"
FY2014,Baccalaureate (All),Fisk University,"$1,904,800","$4,764,672",$0,"$5,010",$0,"$396,283","$401,293",$0,$0,"$5,165,965","$1,364,846",0,$0,0,0,$0,$0,"$18,375"
FY2015,Baccalaureate (All),Fisk University,"$1,818,967","$4,678,071",$0,$600,$0,"$558,167","$558,767",$0,$0,"$5,236,838","$1,682,618",0,$0,0,0,$0,$0,"$9,650"
FY2016,Baccalaureate (All),Fisk University,"$1,386,065","$4,030,959",$0,"$227,500",$0,"$497,640","$725,140",$0,$0,"$4,756,099","$2,213,706",0,$0,0,0,$0,$0,"$7,770"
FY2012,Baccalaureate (All),Martin Methodist College,"$379,479","$1,498,081","$612,186",$0,$0,"$120,129","$732,315",$0,$0,"$2,230,396","$306,974",14,"$12,940",11,25,"$73,094","$86,034","$4,200"
FY2013,Baccalaureate (All),Martin Methodist College,"$109,695","$1,238,491","$127,866",$0,$0,"$129,719","$257,585",$0,$0,"$1,496,076","$286,126",20,"$6,365",11,31,"$6,086","$12,451","$3,100"
FY2014,Baccalaureate (All),Martin Methodist College,"$1,789,865","$4,749,173","$455,369",$0,$0,"$243,735","$699,104",$0,$0,"$5,448,277","$215,290",153,"$32,920",19,172,"$418,907","$451,827","$8,615"
FY2015,Baccalaureate (All),Martin Methodist College,"$301,316","$1,531,793","$329,137",$0,$0,"$240,415","$569,552",$0,$0,"$2,101,345","$457,368",79,"$13,995",8,87,"$155,210","$169,205","$7,525"
FY2016,Baccalaureate (All),Martin Methodist College,"$970,307","$2,964,564","$1,279,989",$0,$0,"$477,120","$1,757,109",$0,$0,"$4,721,673","$420,819",89,"$10,175",105,194,"$529,778","$539,953","$1,900"
FY2011,Baccalaureate (All),Maryville College,"$600,506","$1,209,013","$1,893,895","$97,318",$0,"$766,997","$2,758,210","$80,000","$23,996","$3,991,219","$819,008",167,"$5,345",389,556,"$78,939","$84,284","$2,140"
FY2012,Baccalaureate (All),Maryville College,"$443,664","$1,459,390","$3,789,485","$10,660",$0,"$1,252,617","$5,052,762","$10,000","$5,034","$6,517,186","$1,148,205",20,"$5,355",292,312,"$37,101","$42,456","$2,325"
FY2013,Baccalaureate (All),Maryville College,"$570,153","$1,069,783","$2,651,323","$173,702",$0,"$592,093","$3,417,118","$25,000","$14,964","$4,501,865","$1,111,034",14,"$5,355",137,151,"$36,476","$41,831","$2,600"
FY2014,Baccalaureate (All),Maryville College,"$547,374","$1,170,991","$2,553,885","$11,750",$0,"$1,071,241","$3,636,876",$0,$0,"$4,807,867","$927,763",11,"$2,809",48,59,"$21,049","$23,858",$150
FY2015,Baccalaureate (All),Maryville College,"$702,974","$1,383,973","$1,821,954","$32,540",$0,"$1,193,228","$3,047,722","$35,000","$16,171","$4,447,866","$1,078,950",337,"$207,716",71,408,"$112,024","$319,740","$15,825"
FY2016,Baccalaureate (All),Maryville College,"$1,126,969","$1,925,214","$3,544,892","$529,626",$0,"$469,034","$4,543,552","$45,000","$21,884","$6,490,650","$998,485",309,"$211,907",19,328,"$137,271","$349,178","$24,736"
FY2011,Baccalaureate (All),Rhodes College,"$3,422,689","$5,791,571","$317,879","$5,025",$0,"$4,067,652","$4,390,556",$0,$0,"$10,182,127","$2,378,404",709,"$191,081",48,757,"$235,199","$426,280","$27,063"
FY2012,Baccalaureate (All),Rhodes College,"$2,878,968","$5,401,937","$1,809,603","$2,900",$0,"$1,927,662","$3,740,165",$0,$0,"$9,142,102","$3,152,452",745,"$210,304",64,809,"$735,895","$946,199","$45,678"
FY2013,Baccalaureate (All),Rhodes College,"$2,616,945","$5,155,421","$2,923,750",$80,$0,"$3,329,684","$6,253,514","$52,000","$28,723","$11,437,658","$3,123,216",452,"$173,741",33,485,"$845,600","$1,019,341","$54,220"
FY2014,Baccalaureate (All),Rhodes College,"$2,887,560","$5,444,206","$4,259,256",$100,$0,"$4,788,464","$9,047,820","$50,000","$20,496","$14,512,522","$3,744,481",669,"$198,507",6,675,"$103,250","$301,757","$41,174"
FY2015,Baccalaureate (All),Rhodes College,"$2,259,259","$4,784,967","$7,038,298","$345,308",$0,"$2,063,456","$9,447,062","$774,921","$257,251","$14,489,280","$6,621,183",628,"$209,174",242,870,"$375,402","$584,576","$29,317"
FY2016,Baccalaureate (All),Rhodes College,"$2,876,089","$5,217,622","$6,171,258","$90,000",$0,"$5,366,064","$11,627,322","$455,466","$153,933","$16,998,877","$8,528,503",755,"$233,846",43,798,"$184,898","$418,744","$35,337"
FY2011,Baccalaureate (All),Sewanee-The University of the South,"$3,026,900","$5,313,752","$2,662,455","$65,816",$0,"$3,231,597","$5,959,868","$59,901","$21,736","$11,295,356","$4,560,504",576,"$184,567",0,576,$0,"$184,567","$72,798"
FY2012,Baccalaureate (All),Sewanee-The University of the South,"$4,981,796","$26,784,926","$4,396,223","$12,808",$0,"$1,966,709","$6,375,740","$110,000","$33,476","$33,194,142","$12,661,189",433,"$230,454",1,434,"$50,000","$280,454","$70,527"
FY2013,Baccalaureate (All),Sewanee-The University of the South,"$4,469,929","$14,181,746","$2,260,976","$233,048",$0,"$4,393,241","$6,887,265","$370,009","$204,167","$21,273,178","$11,362,000",704,"$763,942",0,704,$0,"$763,942","$146,508"
FY2014,Baccalaureate (All),Sewanee-The University of the South,"$4,910,060","$10,598,427","$2,347,978","$16,025",$0,"$4,521,670","$6,885,673","$704,987","$336,210","$17,820,310","$7,875,154",644,"$660,158",4,648,"$10,762","$670,920","$179,165"
FY2015,Baccalaureate (All),Sewanee-The University of the South,"$4,613,105","$10,166,420","$1,574,786","$12,894",$0,"$2,816,775","$4,404,455","$886,609","$383,322","$14,954,197","$4,772,205",883,"$443,452",0,883,$0,"$443,452","$188,930"
FY2016,Baccalaureate (All),Sewanee-The University of the South,"$12,858,857","$19,792,259","$5,571,728","$641,847",$0,"$4,572,258","$10,785,833","$2,732,590","$1,156,379","$31,734,471","$19,651,999",948,"$439,375",0,948,$0,"$439,375","$137,459"
FY2011,Baccalaureate (All),Austin College,"$2,395,479","$2,638,106","$3,262,117","$2,444","$2,467","$868,461","$4,135,489","$15,145","$9,693","$6,783,288","$2,081,204",0,$0,,0,,$0,"$69,465"
FY2012,Baccalaureate (All),Austin College,"$2,358,834","$3,134,465","$1,866,583","$27,631","$1,080","$893,022","$2,788,316",$0,$0,"$5,922,781","$2,117,055",0,$0,0,0,$0,$0,"$88,109"
FY2013,Baccalaureate (All),Austin College,"$2,924,503","$3,706,595","$1,453,063","$580,000","$1,153","$756,581","$2,790,797","$159,500","$84,862","$6,582,254","$2,387,537",0,$0,0,0,$0,$0,"$118,689"
FY2014,Baccalaureate (All),Austin College,"$4,141,199","$5,885,528","$675,168","$136,149",$945,"$3,167,329","$3,979,591","$676,000","$665,500","$10,530,619","$3,536,375",0,$0,0,0,$0,$0,"$83,191"
FY2015,Baccalaureate (All),Austin College,"$2,430,280","$3,779,806","$558,547","$100,000",$0,"$600,166","$1,258,713","$353,000","$328,000","$5,366,519","$2,207,967",0,$0,0,0,$0,$0,"$153,591"
FY2016,Baccalaureate (All),Austin College,"$3,253,940","$4,784,809","$383,426","$506,077",$0,"$1,528,147","$2,417,650","$100,000","$70,000","$7,272,459","$2,160,658",0,$0,0,0,$0,$0,"$106,415"
FY2011,Baccalaureate (All),Schreiner University,"$1,772,504","$2,364,503","$78,571",$0,$0,"$466,381","$544,952","$419,900","$413,299","$3,322,754","$739,927",92,"$25,212",,92,,"$25,212",$100
FY2012,Baccalaureate (All),Schreiner University,"$1,810,294","$2,173,764","$102,870",$0,$0,"$549,251","$652,121",$0,$0,"$2,825,885","$941,751",125,"$18,439",,125,,"$18,439",$627
FY2013,Baccalaureate (All),Schreiner University,"$1,246,450","$1,428,572","$2,230,909",$0,$0,"$1,246,094","$3,477,003",$0,$0,"$4,905,575","$1,476,704",0,$0,0,0,$0,$0,$30
FY2014,Baccalaureate (All),Schreiner University,"$2,025,738","$2,178,767","$4,719,218",$0,$0,"$670,203","$5,389,421",$0,$0,"$7,568,188","$929,291",0,$0,0,0,$0,$0,"$7,175"
FY2015,Baccalaureate (All),Schreiner University,"$1,528,805","$1,682,570","$425,783",$0,$0,"$731,599","$1,157,382","$893,189","$433,329","$3,273,281","$571,778",0,$0,0,0,$0,$0,"$10,025"
FY2016,Baccalaureate (All),Schreiner University,"$1,417,399","$1,652,705","$1,994,571",$0,$0,"$521,887","$2,516,458","$123,189","$61,556","$4,230,719","$556,399",0,$0,0,0,$0,$0,"$4,325"
FY2011,Baccalaureate (All),Southwestern Adventist University,"$394,404","$569,127","$1,436,985",$0,$0,"$61,666","$1,498,651",$0,$0,"$2,067,778","$197,591",0,$0,0,0,$0,$0,
FY2012,Baccalaureate (All),Southwestern Adventist University,"$643,611","$769,447","$522,856",$0,$0,"$126,917","$649,773",$0,$0,"$1,419,220","$580,312",,,,,,,
FY2013,Baccalaureate (All),Southwestern Adventist University,"$466,182","$528,533","$316,011",$0,$0,"$72,304","$388,315",$0,$0,"$916,848","$225,721",,,,,,,
FY2014,Baccalaureate (All),Southwestern Adventist University,"$379,347","$454,805","$342,592",$0,$0,"$46,316","$388,908",$0,$0,"$843,713","$167,364",0,$0,0,0,$0,$0,
FY2015,Baccalaureate (All),Southwestern Adventist University,"$1,217,273","$1,358,884","$261,313",$0,$0,"$2,243,700","$2,505,013",$0,$0,"$3,863,897","$1,220,812",0,$0,0,0,$0,$0,
FY2016,Baccalaureate (All),Southwestern Adventist University,"$4,383,962","$4,587,827","$2,960,677",$0,$0,"$71,350","$3,032,027",$0,$0,"$7,619,854","$1,931,849",,,,,,,
FY2011,Baccalaureate (All),Southwestern University,"$4,780,702","$6,658,846","$90,248","$1,100","$17,500","$3,576,567","$3,685,415","$91,514","$43,587","$10,387,848","$1,325,598",261,"$70,880",23,284,"$65,442","$136,322","$11,910"
FY2012,Baccalaureate (All),Southwestern University,"$4,514,077","$6,431,854","$3,904,494",$0,"$19,000","$734,333","$4,657,827","$50,000","$21,369","$11,111,050","$1,428,247",303,"$632,812",72,375,"$17,670","$650,482","$108,310"
FY2013,Baccalaureate (All),Southwestern University,"$6,164,527","$7,870,034","$3,118,389","$1,614,010","$19,200","$1,043,558","$5,795,157",$0,$0,"$13,665,191","$1,531,108",312,"$813,149",7,319,"$7,335","$820,484","$84,823"
FY2014,Baccalaureate (All),Southwestern University,"$2,021,823","$3,659,081","$4,217,706",$0,$0,"$582,952","$4,800,658",$0,$0,"$8,459,739","$1,416,207",408,"$226,804",1,409,"$1,000","$227,804","$73,431"
FY2015,Baccalaureate (All),Southwestern University,"$3,208,450","$5,169,333","$2,873,522",$0,$0,"$5,848,238","$8,721,760","$100,000","$52,695","$13,943,788","$1,485,528",232,"$488,096",2,234,$150,"$488,246","$84,088"
FY2016,Baccalaureate (All),Southwestern University,"$4,299,196","$5,707,705","$610,076","$2,269","$20,680","$1,047,976","$1,681,001",$0,$0,"$7,388,706","$1,537,273",419,"$297,219",1,420,"$2,000","$299,219","$83,292"
FY2012,Baccalaureate (All),Texas Lutheran University,"$859,380","$1,713,899","$740,933",$0,$0,"$1,345,721","$2,086,654",$0,$0,"$3,800,553","$1,585,586",384,"$168,297",0,384,$0,"$168,297","$73,906"
FY2013,Baccalaureate (All),Texas Lutheran University,"$1,028,497","$2,223,521","$498,072",$0,$0,"$1,870,121","$2,368,193","$2,000,000","$782,980","$5,374,694","$2,304,365",181,"$230,816",0,181,$0,"$230,816","$103,761"
FY2014,Baccalaureate (All),Texas Lutheran University,"$1,290,922","$2,014,207","$690,426",$0,$0,"$3,499,419","$4,189,845",$0,$0,"$6,204,052","$1,437,229",147,"$277,209",0,147,$0,"$277,209","$114,852"
FY2015,Baccalaureate (All),Texas Lutheran University,"$1,572,947","$2,086,289","$1,214,887",$0,$0,"$1,441,395","$2,656,282",$0,$0,"$4,742,571","$1,032,631",194,"$274,615",0,194,$0,"$274,615","$108,364"
FY2016,Baccalaureate (All),Texas Lutheran University,"$2,109,914","$2,700,763","$3,448,833",$0,$0,"$1,812,669","$5,261,502",$0,$0,"$7,962,265","$1,179,253",185,"$394,515",0,185,$0,"$394,515","$167,915"
FY2011,Baccalaureate (All),Bennington College,"$3,135,435","$9,122,918","$599,476",$0,$0,"$872,264","$1,471,740","$10,000","$3,921","$10,598,579","$6,056,991",0,$0,0,0,$0,$0,$0
FY2012,Baccalaureate (All),Bennington College,"$5,545,588","$8,667,933","$344,353",$0,$0,"$367,508","$711,861","$301,039","$136,378","$9,516,172","$2,770,589",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),Bennington College,"$4,463,078","$6,580,258","$974,078",$0,$0,"$22,730","$996,808",$0,$0,"$7,577,066","$2,910,809",0,$0,0,0,$0,$0,$0
FY2014,Baccalaureate (All),Bennington College,"$3,984,810","$8,028,786","$1,132,883",$0,$0,"$494,226","$1,627,109",$0,$0,"$9,655,895","$5,160,351",0,$0,0,0,$0,$0,$0
FY2015,Baccalaureate (All),Bennington College,"$4,981,546","$7,268,649","$2,109,029",$0,$0,"$171,392","$2,280,421",$0,$0,"$9,549,070","$3,390,351",0,$0,0,0,$0,$0,$0
FY2016,Baccalaureate (All),Bennington College,"$7,310,277","$16,324,053","$2,694,188",$0,$0,"$125,328","$2,819,516",$0,$0,"$19,143,569","$10,622,431",0,$0,0,0,$0,$0,$0
FY2011,Baccalaureate (All),College of St. Joseph,"$75,385","$183,340","$6,000","$29,223",$0,"$245,871","$281,094",$0,$0,"$464,434","$20,769",,,,,,,$0
FY2012,Baccalaureate (All),College of St. Joseph,"$56,635","$162,524","$6,000",$622,$0,"$3,250","$9,872",$0,$0,"$172,396","$21,606",0,$0,0,0,$0,$0,$0
FY2013,Baccalaureate (All),College of St. Joseph,"$32,605","$105,719","$3,000","$4,000",$0,"$3,250","$10,250",$0,$0,"$115,969","$11,124",,,,,,,$0
FY2011,Baccalaureate (All),Middlebury College,"$11,060,747","$16,144,408","$7,756,526","$241,301","$2,467","$17,234,943","$25,235,237","$1,874,139","$548,504","$41,928,149","$11,542,127",515,"$291,643","1,001","1,516","$973,165","$1,264,808","$148,223"
FY2012,Baccalaureate (All),Middlebury College,"$11,164,752","$15,802,612","$9,106,553","$837,197","$301,080","$8,836,057","$19,080,887","$7,523,413","$4,607,854","$39,491,353","$12,628,874",,"$338,727",,,"$452,270","$790,997","$114,080"
FY2013,Baccalaureate (All),Middlebury College,"$16,652,601","$21,613,029","$9,172,304","$642,359","$1,153","$8,888,403","$18,704,219","$1,819,998","$760,832","$41,078,080","$10,317,817","1,220","$356,009",363,"1,583","$337,647","$693,656","$146,070"
FY2014,Baccalaureate (All),Middlebury College,"$13,926,348","$19,623,729","$11,866,732","$194,270",$945,"$17,429,269","$29,491,216","$786,528","$279,403","$49,394,348","$14,761,338","1,102","$322,216",394,"1,496","$137,757","$459,973","$133,432"
FY2015,Baccalaureate (All),Middlebury College,"$11,303,716","$16,568,226","$4,211,944","$377,086","$1,310,320","$18,191,845","$24,091,195","$1,591,381","$791,856","$41,451,277","$10,018,997",902,"$276,753",407,"1,309","$530,355","$807,108","$105,021"
FY2016,Baccalaureate (All),Middlebury College,"$14,036,986","$19,827,424","$3,533,662","$282,336",$0,"$15,951,985","$19,767,983","$1,931,705","$774,811","$40,370,218","$12,570,545","1,499","$1,472,892",59,"1,558","$212,698","$1,685,590","$181,525"
FY2011,Baccalaureate (All),Saint Michael's College,"$558,313","$1,820,871","$207,744","$250,788",$0,"$672,762","$1,131,294",$0,$0,"$2,952,165","$1,423,747",390,"$80,718",0,390,$0,"$80,718","$25,158"
FY2012,Baccalaureate (All),Saint Michael's College,"$510,267","$1,835,110","$2,433,824","$45,330",$0,"$298,290","$2,777,444","$20,839","$10,323","$4,622,877","$3,203,150",271,"$58,134",,271,,"$58,134","$19,857"
FY2013,Baccalaureate (All),Saint Michael's College,"$597,896","$2,604,197","$908,786","$23,000",$0,"$626,217","$1,558,003",$0,$0,"$4,162,200","$1,786,119",382,"$67,780",,382,,"$67,780","$34,222"
FY2014,Baccalaureate (All),Saint Michael's College,"$905,843","$2,461,593","$706,280","$37,306",$0,"$433,967","$1,177,553",$0,$0,"$3,639,146","$1,684,533",423,"$58,109",,423,,"$58,109","$33,366"
FY2015,Baccalaureate (All),Saint Michael's College,"$806,839","$2,486,454","$501,225","$24,109",$0,"$569,480","$1,094,814",$0,$0,"$3,581,268","$1,642,745",530,"$59,853",,530,,"$59,853","$31,947"
FY2016,Baccalaureate (All),Saint Michael's College,"$683,765","$2,480,381","$451,963","$70,095",$0,"$491,535","$1,013,593",$0,$0,"$3,493,974","$1,660,364",545,"$75,184",0,545,$0,"$75,184","$37,262"
FY2011,Baccalaureate (All),Averett University,"$1,597,114","$3,216,389","$14,733",$0,$0,"$314,495","$329,228",$0,$0,"$3,545,617","$1,759,965",103,"$35,764",0,103,$0,"$35,764","$3,322"
FY2012,Baccalaureate (All),Averett University,"$1,654,902","$2,243,497","$600,434","$131,176",$0,"$141,599","$873,209",$0,$0,"$3,116,706","$352,758",195,"$26,653",0,195,$0,"$26,653","$4,544"
FY2013,Baccalaureate (All),Averett University,"$960,733","$1,233,094","$3,254,012",$0,$0,"$180,889","$3,434,901",$0,$0,"$4,667,995","$873,826",27,"$12,658",10,37,"$1,992,305","$2,004,963","$5,594"
FY2014,Baccalaureate (All),Averett University,"$1,022,186","$1,285,840","$1,486,293",$0,$0,"$157,317","$1,643,610",$0,$0,"$2,929,450","$531,769",252,"$38,003",168,420,"$1,008,336","$1,046,339","$4,434"
FY2015,Baccalaureate (All),Averett University,"$858,764","$2,044,459","$2,408,330",$0,$0,"$411,811","$2,820,141",$0,$0,"$4,864,600","$1,713,051",158,"$34,509",9,167,"$1,192,120","$1,226,629","$5,488"
FY2016,Baccalaureate (All),Averett University,"$1,715,441","$2,830,629","$1,214,212","$50,000",$0,"$98,965","$1,363,177",$0,$0,"$4,193,806","$1,571,633",190,"$46,573",70,260,"$957,821","$1,004,394","$10,068"
FY2011,Baccalaureate (All),Bridgewater College,"$381,769","$1,294,835","$307,956","$3,000",$0,"$774,980","$1,085,936","$165,000","$57,353","$2,438,124","$1,221,493",,,,,,,"$23,492"
FY2012,Baccalaureate (All),Bridgewater College,"$556,301","$1,984,081","$557,597","$6,000",$0,"$1,174,203","$1,737,800","$1,220,000","$605,910","$4,327,791","$2,425,077",,,,,,,"$37,487"
FY2013,Baccalaureate (All),Bridgewater College,"$357,982","$1,124,713","$411,409","$1,000",$0,"$981,417","$1,393,826","$240,000","$83,471","$2,602,010","$1,231,527",,,,,,,"$23,645"
